ID_STG_PGT,VLR_PGT_FAT,DAT_VCT,COD_MDL,QTD_CLI_CAD_POS,QTD_PGT,ID_FNT_ITT,DES_TIP_PSS,DAT_RSS_FNT_ITT,DAT_INC_DBO
4868,460727,3092024,A04,38,40,67,F,2020-01-16,2020-01-17 17:50:42.746
4869,3317755,20032024,A01,155,264,67,F,2020-01-16,2020-01-17 17:50:42.746
4870,1982970,12082021,A04,51,54,67,F,2020-01-16,2020-01-17 17:50:42.746
4871,143676712,15012019,B01,45,73,67,F,2020-01-16,2020-01-17 17:50:42.746
4872,445591,7092018,B99,36,40,67,F,2020-01-16,2020-01-17 17:50:42.746
4873,465127,31082023,A04,42,43,67,F,2020-01-16,2020-01-17 17:50:42.746
4874,1383480,3052022,A04,66,68,67,F,2020-01-16,2020-01-17 17:50:42.746
4875,7611656,21052022,B05,129,130,67,F,2020-01-16,2020-01-17 17:50:42.746
4876,1949768,18042019,A99,179,186,67,F,2020-01-16,2020-01-17 17:50:42.746
4877,1392223,27092020,A04,27,28,67,F,2020-01-16,2020-01-17 17:50:42.746
4878,1129092,6062018,B99,69,85,67,F,2020-01-16,2020-01-17 17:50:42.746
4879,1506068,29062022,A01,34,36,67,F,2020-01-16,2020-01-17 17:50:42.746
4880,1138766,6052021,A01,14,14,67,F,2020-01-16,2020-01-17 17:50:42.746
4881,2090696,28092021,A04,58,62,67,F,2020-01-16,2020-01-17 17:50:42.746
4882,2151614,20062017,B99,39,49,67,F,2020-01-16,2020-01-17 17:50:42.746
4883,3844776,28102016,A04,16,22,67,F,2020-01-16,2020-01-17 17:50:42.746
4884,1634453,22012020,A01,11,31,67,F,2020-01-16,2020-01-17 17:50:42.746
4885,3009794,12112017,A01,18,21,67,F,2020-01-16,2020-01-17 17:50:42.746
4886,200368,17052020,A99,6,7,67,F,2020-01-16,2020-01-17 17:50:42.746
4887,3389874,29042020,A01,43,45,67,F,2020-01-16,2020-01-17 17:50:42.746
4888,149091,12122020,B99,10,10,67,F,2020-01-16,2020-01-17 17:50:42.746
4889,44875,13072018,A01,5,5,67,F,2020-01-16,2020-01-17 17:50:42.746
4890,685791,3072016,A04,2,2,67,F,2020-01-16,2020-01-17 17:50:42.746
4891,32010,24012020,A05,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
4897,10688,12022022,A01,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
4898,66405,21032022,A01,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5454,34091,1052018,B05,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5455,53715,27012021,A99,2,2,67,F,2020-01-16,2020-01-17 17:50:42.746
5456,721958009,15122019,A04,23355,28737,67,F,2020-01-16,2020-01-17 17:50:42.746
5457,1146226270,24012019,D01,6048,6996,67,F,2020-01-16,2020-01-17 17:50:42.746
5458,2015861856,7082021,A01,68573,131881,67,F,2020-01-16,2020-01-17 17:50:42.746
5459,676982747,8052019,A01,16827,21625,67,F,2020-01-16,2020-01-17 17:50:42.746
5460,90572642,10052022,A01,2377,5717,67,F,2020-01-16,2020-01-17 17:50:42.746
5461,56729849,12112019,A01,1304,1594,67,F,2020-01-16,2020-01-17 17:50:42.746
5462,8791240,15012026,A01,279,478,67,F,2020-01-16,2020-01-17 17:50:42.746
5463,649375491,29082019,A04,24301,29092,67,F,2020-01-16,2020-01-17 17:50:42.746
5464,198263527,1062019,B05,1870,1875,67,F,2020-01-16,2020-01-17 17:50:42.746
5465,445598148,2092019,B05,3890,3933,67,F,2020-01-16,2020-01-17 17:50:42.746
5466,289663265,13042019,B05,3031,3033,67,F,2020-01-16,2020-01-17 17:50:42.746
5467,447863521,30062019,B05,4350,4362,67,F,2020-01-16,2020-01-17 17:50:42.746
5468,12123765076,5012019,D01,123234,145845,67,F,2020-01-16,2020-01-17 17:50:42.746
5469,1203032439,6122019,D01,22951,24471,67,F,2020-01-16,2020-01-17 17:50:42.746
5470,2605551399,18122019,D01,22678,25789,67,F,2020-01-16,2020-01-17 17:50:42.746
5471,3160244549,28012019,D01,47780,53793,67,F,2020-01-16,2020-01-17 17:50:42.746
5472,319005966,16042019,B05,3241,3252,67,F,2020-01-16,2020-01-17 17:50:42.746
5473,44688655,17042019,B99,2181,2216,67,F,2020-01-16,2020-01-17 17:50:42.746
5474,146071563,15082019,B99,6596,6791,67,F,2020-01-16,2020-01-17 17:50:42.746
5475,56192903,13062019,B99,2847,2898,67,F,2020-01-16,2020-01-17 17:50:42.746
5476,47634858,10032018,A01,313,381,67,F,2020-01-16,2020-01-17 17:50:42.746
5477,309165,9042017,B99,10,11,67,F,2020-01-16,2020-01-17 17:50:42.746
5478,20522375,5122018,B03,84,86,67,F,2020-01-16,2020-01-17 17:50:42.746
5479,52846223,15042019,G01,223,474,67,F,2020-01-16,2020-01-17 17:50:42.746
5480,2825309,6122019,A99,332,350,67,F,2020-01-16,2020-01-17 17:50:42.746
5481,2842137,22022019,A99,221,230,67,F,2020-01-16,2020-01-17 17:50:42.746
5482,9710283,5042021,A04,256,279,67,F,2020-01-16,2020-01-17 17:50:42.746
5483,46098039,30062019,G01,74,89,67,F,2020-01-16,2020-01-17 17:50:42.746
5484,1247161,28022022,A04,75,84,67,F,2020-01-16,2020-01-17 17:50:42.746
5485,8100697,28012020,A01,256,535,67,F,2020-01-16,2020-01-17 17:50:42.746
5486,7591834,25022022,B05,124,124,67,F,2020-01-16,2020-01-17 17:50:42.746
5487,6974795,2122018,A04,430,446,67,F,2020-01-16,2020-01-17 17:50:42.746
5488,14328689,6082021,B05,219,220,67,F,2020-01-16,2020-01-17 17:50:42.746
5489,24276163,17112020,B05,310,310,67,F,2020-01-16,2020-01-17 17:50:42.746
5490,764649,22112022,A01,10,30,67,F,2020-01-16,2020-01-17 17:50:42.746
5491,764789,20122023,A04,24,27,67,F,2020-01-16,2020-01-17 17:50:42.746
5492,596570,30112023,A04,52,55,67,F,2020-01-16,2020-01-17 17:50:42.746
5493,3652576,25102026,A01,17,36,67,F,2020-01-16,2020-01-17 17:50:42.746
5494,1375534,21112020,A04,24,25,67,F,2020-01-16,2020-01-17 17:50:42.746
5495,552627,3042017,A04,2,2,67,F,2020-01-16,2020-01-17 17:50:42.746
5496,1250056,11082023,B05,23,23,67,F,2020-01-16,2020-01-17 17:50:42.746
5497,13982545,11012019,G01,162,267,67,F,2020-01-16,2020-01-17 17:50:42.746
5498,1583022,20012023,A04,62,76,67,F,2020-01-16,2020-01-17 17:50:42.746
5499,455010,18102016,B99,9,13,67,F,2020-01-16,2020-01-17 17:50:42.746
5500,674260,14032017,B99,34,105,67,F,2020-01-16,2020-01-17 17:50:42.746
5501,354919,14072026,A01,14,16,67,F,2020-01-16,2020-01-17 17:50:42.746
5502,18284362,5022017,A01,98,117,67,F,2020-01-16,2020-01-17 17:50:42.746
5503,413132,11082018,A04,4,6,67,F,2020-01-16,2020-01-17 17:50:42.746
5504,9359016,9052019,G01,97,156,67,F,2020-01-16,2020-01-17 17:50:42.746
5505,526683,24062024,A04,34,34,67,F,2020-01-16,2020-01-17 17:50:42.746
5506,3275491,8072022,A01,72,121,67,F,2020-01-16,2020-01-17 17:50:42.746
5507,516709,1012017,B99,22,24,67,F,2020-01-16,2020-01-17 17:50:42.746
5508,379607,5112020,B99,17,17,67,F,2020-01-16,2020-01-17 17:50:42.746
5509,8297665,15082018,A04,78,105,67,F,2020-01-16,2020-01-17 17:50:42.746
5510,513200,24022020,A99,12,12,67,F,2020-01-16,2020-01-17 17:50:42.746
5511,1354946,11042020,B99,71,72,67,F,2020-01-16,2020-01-17 17:50:42.746
5512,547001,6032023,A01,12,13,67,F,2020-01-16,2020-01-17 17:50:42.746
5513,139586,10052024,A04,11,14,67,F,2020-01-16,2020-01-17 17:50:42.746
5514,588710,9072020,B99,29,29,67,F,2020-01-16,2020-01-17 17:50:42.746
5515,364291,23082016,B99,7,7,67,F,2020-01-16,2020-01-17 17:50:42.746
5516,704163,10012020,B03,6,6,67,F,2020-01-16,2020-01-17 17:50:42.746
5517,290597,2092017,B99,18,27,67,F,2020-01-16,2020-01-17 17:50:42.746
5518,2833960,28092023,B05,41,44,67,F,2020-01-16,2020-01-17 17:50:42.746
5519,2609199,13072017,A04,20,22,67,F,2020-01-16,2020-01-17 17:50:42.746
5520,302989,18122016,B99,7,8,67,F,2020-01-16,2020-01-17 17:50:42.746
5521,457145,30062024,A04,7,8,67,F,2020-01-16,2020-01-17 17:50:42.746
5522,180619,12092015,B99,8,8,67,F,2020-01-16,2020-01-17 17:50:42.746
5523,2883124,5112019,B07,2,2,67,F,2020-01-16,2020-01-17 17:50:42.746
5524,247316,22052024,B05,4,4,67,F,2020-01-16,2020-01-17 17:50:42.746
5525,76608,9022024,A01,5,5,67,F,2020-01-16,2020-01-17 17:50:42.746
5526,2890709,5082019,B07,2,2,67,F,2020-01-16,2020-01-17 17:50:42.746
5527,45873,16012016,B03,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5528,296842,22042019,B06,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5529,41058,30092019,B06,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5530,55265,26092024,A01,2,2,67,F,2020-01-16,2020-01-17 17:50:42.746
5531,48144,16092018,B03,2,2,67,F,2020-01-16,2020-01-17 17:50:42.746
5532,31247,27022018,A04,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5533,91890,13012021,A99,2,2,67,F,2020-01-16,2020-01-17 17:50:42.746
5534,324067,6062016,A04,2,2,67,F,2020-01-16,2020-01-17 17:50:42.746
5535,71796,15112015,B03,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5536,93777103,1082022,A01,1621,4784,67,F,2020-01-16,2020-01-17 17:50:42.746
5537,1450272172,6122019,A01,32531,43248,67,F,2020-01-16,2020-01-17 17:50:42.746
5538,22009618,30072023,A01,721,2855,67,F,2020-01-16,2020-01-17 17:50:42.746
5539,330198466,7032016,A04,2409,4062,67,F,2020-01-16,2020-01-17 17:50:42.746
5540,64048844,7062020,A04,2730,4561,67,F,2020-01-16,2020-01-17 17:50:42.746
5541,25138607,7082021,A04,1406,2094,67,F,2020-01-16,2020-01-17 17:50:42.746
5542,470345309,10012019,A04,12694,14161,67,F,2020-01-16,2020-01-17 17:50:42.746
5543,397360890,26032019,A04,18249,21193,67,F,2020-01-16,2020-01-17 17:50:42.746
5544,366109296,18062019,B05,3497,3518,67,F,2020-01-16,2020-01-17 17:50:42.746
5545,3914385426,12102019,D01,28389,35324,67,F,2020-01-16,2020-01-17 17:50:42.746
5546,34381067,10042026,A01,1147,2917,67,F,2020-01-16,2020-01-17 17:50:42.746
5547,58590457,18072019,B03,239,239,67,F,2020-01-16,2020-01-17 17:50:42.746
5548,55995285,16092019,B99,2623,2658,67,F,2020-01-16,2020-01-17 17:50:42.746
5549,3289823,12052018,A01,30,33,67,F,2020-01-16,2020-01-17 17:50:42.746
5550,5879668,31052021,A01,312,387,67,F,2020-01-16,2020-01-17 17:50:42.746
5551,257647892,23062019,B05,2608,2614,67,F,2020-01-16,2020-01-17 17:50:42.746
5552,3615744,31082022,A01,288,361,67,F,2020-01-16,2020-01-17 17:50:42.746
5553,757895,22012023,A01,10,30,67,F,2020-01-16,2020-01-17 17:50:42.746
5554,284893,11082016,B99,21,22,67,F,2020-01-16,2020-01-17 17:50:42.746
5555,1218321,30062023,A04,78,81,67,F,2020-01-16,2020-01-17 17:50:42.746
5556,295348428,5052019,B03,1228,1234,67,F,2020-01-16,2020-01-17 17:50:42.746
5557,2709526,15112022,B05,49,49,67,F,2020-01-16,2020-01-17 17:50:42.746
5558,24373477,20122016,A04,98,156,67,F,2020-01-16,2020-01-17 17:50:42.746
5559,6409397,8062020,A01,90,141,67,F,2020-01-16,2020-01-17 17:50:42.746
5560,973229,2082023,A04,57,59,67,F,2020-01-16,2020-01-17 17:50:42.746
5561,2873482,12092020,A04,58,60,67,F,2020-01-16,2020-01-17 17:50:42.746
5562,1517047,14032020,B99,75,76,67,F,2020-01-16,2020-01-17 17:50:42.746
5563,5687274,30092020,A04,156,161,67,F,2020-01-16,2020-01-17 17:50:42.746
5564,29222142,5012019,G01,66,76,67,F,2020-01-16,2020-01-17 17:50:42.746
5565,724251,16022020,A99,12,13,67,F,2020-01-16,2020-01-17 17:50:42.746
5566,15194502,21102021,B05,216,217,67,F,2020-01-16,2020-01-17 17:50:42.746
5567,4118910,5092022,A04,165,169,67,F,2020-01-16,2020-01-17 17:50:42.746
5568,28302836,23112020,B05,334,335,67,F,2020-01-16,2020-01-17 17:50:42.746
5569,199063,17012022,A01,13,22,67,F,2020-01-16,2020-01-17 17:50:42.746
5570,36914,23022021,A99,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5571,2191443,3092018,B99,140,210,67,F,2020-01-16,2020-01-17 17:50:42.746
5572,7978637,15082026,A01,237,420,67,F,2020-01-16,2020-01-17 17:50:42.746
5573,612235,1042018,B99,32,37,67,F,2020-01-16,2020-01-17 17:50:42.746
5574,388825,8102023,B05,10,10,67,F,2020-01-16,2020-01-17 17:50:42.746
5575,667638,7072020,B99,26,26,67,F,2020-01-16,2020-01-17 17:50:42.746
5576,2919599,6072019,A01,72,78,67,F,2020-01-16,2020-01-17 17:50:42.746
5577,2919560,26102018,A04,80,87,67,F,2020-01-16,2020-01-17 17:50:42.746
5578,3475380,23022020,A04,59,62,67,F,2020-01-16,2020-01-17 17:50:42.746
5579,624839,20052018,B05,9,9,67,F,2020-01-16,2020-01-17 17:50:42.746
5580,1422925,7102019,B01,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5581,5296363,6102019,G01,17,21,67,F,2020-01-16,2020-01-17 17:50:42.746
5582,642149,29112023,A04,30,31,67,F,2020-01-16,2020-01-17 17:50:42.746
5583,467257,31012021,A04,17,17,67,F,2020-01-16,2020-01-17 17:50:42.746
5584,930315,10062024,B05,15,15,67,F,2020-01-16,2020-01-17 17:50:42.746
5585,99880,27012023,A01,2,2,67,F,2020-01-16,2020-01-17 17:50:42.746
5586,119503,24122025,A01,2,2,67,F,2020-01-16,2020-01-17 17:50:42.746
5587,15062,12072018,A99,3,3,67,F,2020-01-16,2020-01-17 17:50:42.746
5588,268205,29052025,A01,2,2,67,F,2020-01-16,2020-01-17 17:50:42.746
5589,172763,18032027,A04,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5590,50559,9052020,D01,3,3,67,F,2020-01-16,2020-01-17 17:50:42.746
5591,57277,10052017,B05,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5592,22820,18062021,A99,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5593,3708,14052018,A99,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5594,218125,17122019,B06,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5595,25042,30082018,A05,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5596,49683,20022019,B07,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5597,149180,18042028,A04,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5598,9005,3112018,A99,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5599,2091,2042021,B99,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5600,357056251,5012022,A01,4331,12048,67,F,2020-01-16,2020-01-17 17:50:42.746
5601,34787384,7012018,A01,675,987,67,F,2020-01-16,2020-01-17 17:50:42.746
5602,43804448,10062025,A01,1434,3529,67,F,2020-01-16,2020-01-17 17:50:42.746
5603,246456849,20112019,A01,7157,12361,67,F,2020-01-16,2020-01-17 17:50:42.746
5604,616353969,20052019,A04,13120,14386,67,F,2020-01-16,2020-01-17 17:50:42.746
5605,1287297882,10122019,B03,5336,5414,67,F,2020-01-16,2020-01-17 17:50:42.746
5606,9511255,5122021,B05,150,150,67,F,2020-01-16,2020-01-17 17:50:42.746
5607,27456216,8102020,B05,345,346,67,F,2020-01-16,2020-01-17 17:50:42.746
5608,658289326,23022019,D01,7408,8356,67,F,2020-01-16,2020-01-17 17:50:42.746
5609,134272329,1042021,A01,1790,5179,67,F,2020-01-16,2020-01-17 17:50:42.746
5610,5323007,31082021,A01,310,384,67,F,2020-01-16,2020-01-17 17:50:42.746
5611,319625337,23072019,B05,3100,3116,67,F,2020-01-16,2020-01-17 17:50:42.746
5612,52997620,14082019,B99,2344,2416,67,F,2020-01-16,2020-01-17 17:50:42.746
5613,4365360,10042023,B05,75,75,67,F,2020-01-16,2020-01-17 17:50:42.746
5614,3957800,2092019,A99,598,629,67,F,2020-01-16,2020-01-17 17:50:42.746
5615,49873017,17032019,A04,1765,1900,67,F,2020-01-16,2020-01-17 17:50:42.746
5616,76744690,12052019,B03,313,314,67,F,2020-01-16,2020-01-17 17:50:42.746
5617,69798883,16092019,B03,276,276,67,F,2020-01-16,2020-01-17 17:50:42.746
5618,6801877,23012020,B99,366,369,67,F,2020-01-16,2020-01-17 17:50:42.746
5619,6945663,4012021,A04,187,192,67,F,2020-01-16,2020-01-17 17:50:42.746
5620,14381242,19102021,B05,217,217,67,F,2020-01-16,2020-01-17 17:50:42.746
5621,1901955,5122016,B99,112,155,67,F,2020-01-16,2020-01-17 17:50:42.746
5622,13039994,2072015,A01,20,20,67,F,2020-01-16,2020-01-17 17:50:42.746
5623,25207470,10112018,A04,592,689,67,F,2020-01-16,2020-01-17 17:50:42.746
5624,493608,22122023,B05,6,6,67,F,2020-01-16,2020-01-17 17:50:42.746
5625,3483947,8022019,A99,302,316,67,F,2020-01-16,2020-01-17 17:50:42.746
5626,1429643,20102016,B99,41,49,67,F,2020-01-16,2020-01-17 17:50:42.746
5627,21340724,25022021,B05,274,277,67,F,2020-01-16,2020-01-17 17:50:42.746
5628,34645113,25112019,G01,110,210,67,F,2020-01-16,2020-01-17 17:50:42.746
5629,1466012,10062017,B99,76,89,67,F,2020-01-16,2020-01-17 17:50:42.746
5630,1465137,8122022,A04,58,68,67,F,2020-01-16,2020-01-17 17:50:42.746
5631,9763223,1082017,A01,53,60,67,F,2020-01-16,2020-01-17 17:50:42.746
5632,677883,13122022,A04,25,28,67,F,2020-01-16,2020-01-17 17:50:42.746
5633,16951467,31012019,G01,157,277,67,F,2020-01-16,2020-01-17 17:50:42.746
5634,868233,1102016,B99,21,28,67,F,2020-01-16,2020-01-17 17:50:42.746
5635,1908325,12052023,B05,37,37,67,F,2020-01-16,2020-01-17 17:50:42.746
5636,514278,18012016,B99,18,33,67,F,2020-01-16,2020-01-17 17:50:42.746
5637,492396,11082020,B99,27,28,67,F,2020-01-16,2020-01-17 17:50:42.746
5638,240808,30072015,B99,15,17,67,F,2020-01-16,2020-01-17 17:50:42.746
5639,878835,14102018,A04,23,23,67,F,2020-01-16,2020-01-17 17:50:42.746
5640,674610,25082027,A01,3,4,67,F,2020-01-16,2020-01-17 17:50:42.746
5641,273124,8042024,B05,5,5,67,F,2020-01-16,2020-01-17 17:50:42.746
5642,2995830,13012019,G01,17,19,67,F,2020-01-16,2020-01-17 17:50:42.746
5643,3250929,12012017,A01,19,19,67,F,2020-01-16,2020-01-17 17:50:42.746
5644,314550,14052020,A99,8,8,67,F,2020-01-16,2020-01-17 17:50:42.746
5645,21,17012017,A99,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5646,232530,22102016,B99,10,10,67,F,2020-01-16,2020-01-17 17:50:42.746
5647,598752,18102023,B05,12,12,67,F,2020-01-16,2020-01-17 17:50:42.746
5648,12440,10032020,G01,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5649,97299,18062031,A04,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5650,405689,31102017,A01,2,2,67,F,2020-01-16,2020-01-17 17:50:42.746
5651,369801,16042021,A99,2,2,67,F,2020-01-16,2020-01-17 17:50:42.746
5652,67684,15052017,B03,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5653,107729,26082019,B06,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5654,128751,26082017,B99,10,10,67,F,2020-01-16,2020-01-17 17:50:42.746
5655,67593,5072021,B99,2,2,67,F,2020-01-16,2020-01-17 17:50:42.746
5656,476437,17062024,B05,8,8,67,F,2020-01-16,2020-01-17 17:50:42.746
5657,7365,6102024,A01,2,2,67,F,2020-01-16,2020-01-17 17:50:42.746
5658,122472,23052024,B05,3,3,67,F,2020-01-16,2020-01-17 17:50:42.746
5659,149150,9102020,A99,4,4,67,F,2020-01-16,2020-01-17 17:50:42.746
5660,2594654,5082020,B07,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5661,76827,18032033,A04,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5662,144920,29072020,A01,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5663,20000,28092020,D01,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5664,19095,6062019,B07,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5665,66235,24032026,A04,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5666,883512,4092016,A04,2,3,67,F,2020-01-16,2020-01-17 17:50:42.746
5667,79453505,10102022,A01,2228,5375,67,F,2020-01-16,2020-01-17 17:50:42.746
5668,948802368,29032019,A01,20804,25405,67,F,2020-01-16,2020-01-17 17:50:42.746
5669,838023590,6082019,A04,33428,40219,67,F,2020-01-16,2020-01-17 17:50:42.746
5670,5040375,7032023,A04,342,398,67,F,2020-01-16,2020-01-17 17:50:42.746
5671,1002785140,16122019,A04,17667,19222,67,F,2020-01-16,2020-01-17 17:50:42.746
5672,8046406,22042019,A99,1337,1415,67,F,2020-01-16,2020-01-17 17:50:42.746
5673,332514191,1102019,B05,2911,2930,67,F,2020-01-16,2020-01-17 17:50:42.746
5674,369452377,23102019,B05,3479,3498,67,F,2020-01-16,2020-01-17 17:50:42.746
5675,288991593,26052019,B05,2888,2889,67,F,2020-01-16,2020-01-17 17:50:42.746
5676,59444268,6012019,B99,3285,3342,67,F,2020-01-16,2020-01-17 17:50:42.746
5677,46654777,21092019,B99,2208,2245,67,F,2020-01-16,2020-01-17 17:50:42.746
5678,37480566,22122019,D01,921,991,67,F,2020-01-16,2020-01-17 17:50:42.746
5679,151188642,10092020,A01,2741,6641,67,F,2020-01-16,2020-01-17 17:50:42.746
5680,17596397,10122026,A01,708,1440,67,F,2020-01-16,2020-01-17 17:50:42.746
5681,56848365,16032019,A04,1987,2097,67,F,2020-01-16,2020-01-17 17:50:42.746
5682,6388118,20092022,A01,270,433,67,F,2020-01-16,2020-01-17 17:50:42.746
5683,83460482,27012019,B03,318,322,67,F,2020-01-16,2020-01-17 17:50:42.746
5684,7692945,12062022,B05,129,129,67,F,2020-01-16,2020-01-17 17:50:42.746
5685,2135009,18022019,A99,225,235,67,F,2020-01-16,2020-01-17 17:50:42.746
5686,3885143,4052022,B05,62,62,67,F,2020-01-16,2020-01-17 17:50:42.746
5687,48673986,30092020,B05,566,567,67,F,2020-01-16,2020-01-17 17:50:42.746
5688,34876517,9112019,B03,136,136,67,F,2020-01-16,2020-01-17 17:50:42.746
5689,746068,22052023,A04,41,44,67,F,2020-01-16,2020-01-17 17:50:42.746
5690,8745996,19082019,A01,207,246,67,F,2020-01-16,2020-01-17 17:50:42.746
5691,17638864,2032021,B05,220,222,67,F,2020-01-16,2020-01-17 17:50:42.746
5692,306621,5122020,B99,12,12,67,F,2020-01-16,2020-01-17 17:50:42.746
5693,4781241,8072022,B05,90,90,67,F,2020-01-16,2020-01-17 17:50:42.746
5694,23392939,22112018,B05,254,254,67,F,2020-01-16,2020-01-17 17:50:42.746
5695,2471072,29082019,D01,114,114,67,F,2020-01-16,2020-01-17 17:50:42.746
5696,310900,14022024,A01,23,29,67,F,2020-01-16,2020-01-17 17:50:42.746
5697,15220706,20122015,A04,68,97,67,F,2020-01-16,2020-01-17 17:50:42.746
5698,6588678,25072023,A01,68,133,67,F,2020-01-16,2020-01-17 17:50:42.746
5699,999556,2112018,B99,27,31,67,F,2020-01-16,2020-01-17 17:50:42.746
5700,3648680,28112022,A01,244,485,67,F,2020-01-16,2020-01-17 17:50:42.746
5701,2115109,27062019,A99,156,165,67,F,2020-01-16,2020-01-17 17:50:42.746
5702,1865706,13042021,A04,38,39,67,F,2020-01-16,2020-01-17 17:50:42.746
5703,16441342,17122019,G01,75,123,67,F,2020-01-16,2020-01-17 17:50:42.746
5704,7047352,15042016,A04,23,31,67,F,2020-01-16,2020-01-17 17:50:42.746
5705,120585,8122020,B99,7,7,67,F,2020-01-16,2020-01-17 17:50:42.746
5706,499467,21062020,B99,27,27,67,F,2020-01-16,2020-01-17 17:50:42.746
5707,11512875,5072015,A01,26,29,67,F,2020-01-16,2020-01-17 17:50:42.746
5708,10923158,25062021,A01,87,160,67,F,2020-01-16,2020-01-17 17:50:42.746
5709,1957460,28062020,A04,45,49,67,F,2020-01-16,2020-01-17 17:50:42.746
5710,334919,9092022,A04,28,29,67,F,2020-01-16,2020-01-17 17:50:42.746
5711,35149,31072022,A04,6,6,67,F,2020-01-16,2020-01-17 17:50:42.746
5712,20556,19102020,A05,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5713,2916541,9102018,A04,23,23,67,F,2020-01-16,2020-01-17 17:50:42.746
5714,543962,24032022,A04,26,26,67,F,2020-01-16,2020-01-17 17:50:42.746
5715,1801165,31102016,B99,19,27,67,F,2020-01-16,2020-01-17 17:50:42.746
5716,993183,8062018,B05,14,14,67,F,2020-01-16,2020-01-17 17:50:42.746
5717,155767,23102023,A04,18,18,67,F,2020-01-16,2020-01-17 17:50:42.746
5718,332790,26052023,A04,35,36,67,F,2020-01-16,2020-01-17 17:50:42.746
5719,3353326,28042017,A04,17,23,67,F,2020-01-16,2020-01-17 17:50:42.746
5720,631176,30032017,A01,5,5,67,F,2020-01-16,2020-01-17 17:50:42.746
5721,152086,26052018,B05,6,6,67,F,2020-01-16,2020-01-17 17:50:42.746
5722,100127,29082025,A04,16,16,67,F,2020-01-16,2020-01-17 17:50:42.746
5723,309589,24042018,A04,4,4,67,F,2020-01-16,2020-01-17 17:50:42.746
5724,241802,17092024,B05,4,4,67,F,2020-01-16,2020-01-17 17:50:42.746
5725,2045,2032024,A04,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5726,204340,9092020,A99,6,6,67,F,2020-01-16,2020-01-17 17:50:42.746
5727,606084,26102018,B03,2,2,67,F,2020-01-16,2020-01-17 17:50:42.746
5728,843322,12052015,A01,5,7,67,F,2020-01-16,2020-01-17 17:50:42.746
5729,51806,13012021,A01,2,2,67,F,2020-01-16,2020-01-17 17:50:42.746
5730,10782,18082018,A04,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5731,80718,24072018,A01,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5732,102910,8042018,B05,2,2,67,F,2020-01-16,2020-01-17 17:50:42.746
5733,17996,17072020,A05,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5734,7041,14082015,A01,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5735,35447,3112017,A04,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5736,10023,12032020,A05,1,1,67,F,2020-01-16,2020-01-17 17:50:42.746
5737,1056453277,11112019,A01,55387,75801,67,F,2020-01-16,2020-01-17 17:50:42.746
5738,20394307,30012025,A01,739,2753,67,F,2020-01-16,2020-01-17 17:50:42.746
5739,6907705,15032019,A99,1109,1200,67,F,2020-01-16,2020-01-17 17:50:42.746
5740,291641170,6062019,B05,2731,2748,67,F,2020-01-16,2020-01-17 17:50:42.746
5741,54360472,1042019,B99,2949,3027,67,F,2020-01-16,2020-01-17 17:50:42.746
5742,1491219,5102016,B99,68,140,67,F,2020-01-16,2020-01-17 17:50:42.746
