ID_STG_OPR_ITT,VLR_CTRD_CSC,QTD_PCL,VLR_SDO_DDR,QTD_CLI_CAD_POS,QTD_OPR,ID_FNT_ITT,ID_MDL,DES_TIP_PSS,DAT_RSS_FNT_ITT,DAT_INC_DBO
465,,52,,373,408,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
466,,16,,1467,1519,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
467,,25,,219,224,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
468,,32,,578,626,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
469,,235,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
470,193905437.0,44,81882163.0,50,56,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
471,,52,,165,173,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
472,,25,,168,180,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
473,,257,,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
474,,238,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
475,,337,,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
476,,177,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
477,142305000.0,183,68688227.0,8,9,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
478,212852621.0,96,84678820.0,17,20,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
479,,5,,72,88,67,B01,F,2020-01-16,2020-01-27 10:49:48.15
480,,204,,7,7,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
481,,29,,257,264,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
482,,16,,27,27,67,A99,F,2020-01-16,2020-01-27 10:49:48.15
483,,61,,97,105,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
484,,35,,22,26,67,A99,F,2020-01-16,2020-01-27 10:49:48.15
485,,59,,7,7,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
486,,70,,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
487,,62,,856,1033,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
488,,52,,104,115,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
489,,13,,164,170,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
490,,40,,390,417,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
491,,21,,501,518,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
492,,8,,4832,5010,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
493,,70,,1341,1470,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
494,,20,,379,392,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
495,,6,,226,227,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
496,,87,,8,9,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
497,,91,,11,11,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
498,,218,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
499,,29,,8,8,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
500,,102,,1,1,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
501,,117,,1,1,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
502,,19,,33,33,67,A99,F,2020-01-16,2020-01-27 10:49:48.15
503,,142,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
504,,79,,12,15,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
505,,64,,1,1,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
506,224939733.0,83,149223755.0,38,41,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
507,,63,,912,1097,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
508,,28,,13,13,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
509,,20,,16,16,67,A05,F,2020-01-16,2020-01-27 10:49:48.15
510,249440000.0,133,81446415.0,11,12,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
511,,17,,503,511,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
512,,15,,7,7,67,B01,F,2020-01-16,2020-01-27 10:49:48.15
513,,153,,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
514,,155,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
515,583787378.0,48,232367611.0,132,150,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
516,90922636.0,28,39303337.0,21,23,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
517,155160000.0,140,54300570.0,16,21,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
518,,55,,130,137,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
519,,34,,10,10,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
520,,58,,28,30,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
521,102060000.0,139,41639283.0,10,12,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
522,88835000.0,147,33520862.0,6,6,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
523,,36,,17088,18888,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
524,,335,,4,4,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
525,,121,,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
526,83441217.0,97,37619583.0,8,10,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
527,,46,,252,271,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
528,,353,,7,7,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
529,,190,,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
530,,167,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
531,,9,,3717,3827,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
532,69952500.0,187,61418425.0,8,8,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
533,,36,,3365,3638,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
534,,59,,174,182,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
535,,43,,280,303,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
536,,70,,116,122,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
537,,3,,6,6,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
538,,202,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
539,108960000.0,101,29290601.0,7,9,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
540,39780000.0,127,16212970.0,3,4,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
541,,29,,179,194,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
542,,8,,57,79,67,B01,F,2020-01-16,2020-01-27 10:49:48.15
543,,17,,1,1,67,A05,F,2020-01-16,2020-01-27 10:49:48.15
544,100205562.0,89,50924180.0,8,9,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
545,,17,,589,600,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
546,,31,,286,301,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
547,,45,,312,345,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
548,,50,,22,22,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
549,,233,,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
550,,141,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
551,247140540.0,43,93150044.0,51,63,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
552,106695000.0,123,26187026.0,6,8,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
553,,12,,27050,30653,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
554,,31,,304,321,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
555,,30,,196,197,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
556,,4,,20,20,67,A05,F,2020-01-16,2020-01-27 10:49:48.15
557,,325,,5,5,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
558,,119,,3,3,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
559,,11,,1774,1792,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
560,,45,,272,292,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
561,,54,,455,493,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
562,,71,,580,649,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
563,,79,,91,102,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
564,,212,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
565,,189,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
566,677614338.0,66,380908247.0,139,158,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
567,417705651.0,59,215029199.0,89,95,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
568,,7,,4542,4669,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
569,,20,,758,780,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
570,,111,,8,17,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
571,,109,,3,3,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
572,,346,,6,6,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
573,245968191.0,73,153653043.0,39,39,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
574,,120,,291,307,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
575,,17,,11,11,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
576,,10,,48,48,67,A05,F,2020-01-16,2020-01-27 10:49:48.15
577,,4,,3,3,67,B01,F,2020-01-16,2020-01-27 10:49:48.15
578,,173,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
579,,60,,11509,15433,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
580,,24,,2979,3091,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
581,,42,,302,326,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
582,,230,,4,4,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
583,,74,,7,7,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
584,,25,,1,1,67,A05,F,2020-01-16,2020-01-27 10:49:48.15
585,,270,,9,9,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
586,140505000.0,197,87280026.0,10,12,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
587,103305000.0,186,81096591.0,8,8,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
588,,26,,178,186,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
589,,70,,6,6,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
590,,16,,14,14,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
591,,119,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
592,98917500.0,175,78161657.0,11,11,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
593,,48,,16826,20800,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
594,,53,,588,661,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
595,,41,,180,197,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
596,,78,,10,11,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
597,,27,,1,1,67,A99,F,2020-01-16,2020-01-27 10:49:48.15
598,,168,,5,5,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
599,,23,,1450,1461,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
600,,82,,14,15,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
601,,42,,39,39,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
602,,75,,70,73,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
603,,40,,43,43,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
604,,39,,2,2,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
605,2012012500.0,180,1241458184.0,161,216,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
606,103555000.0,184,92798978.0,9,9,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
607,,8,,5797,6212,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
608,,46,,11,11,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
609,,213,,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
610,,19,,137,151,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
611,,345,,6,7,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
612,47460000.0,300,29712717.0,2,2,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
613,23450000.0,146,20985178.0,3,3,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
614,,1,,6261,6733,67,A99,F,2020-01-16,2020-01-27 10:49:48.15
615,,193,,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
616,,234,,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
617,,26,,1,1,67,A99,F,2020-01-16,2020-01-27 10:49:48.15
618,,135,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
619,,313,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
620,,207,,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
621,,176,,1,1,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
622,,40,,2101,2226,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
623,,2,,1343,1481,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
624,,26,,325,335,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
625,,191,,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
626,,144,,1,1,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
627,,272,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
628,1493780000.0,192,1316010490.0,46,53,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
629,,57,,11,11,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
630,,80,,7,7,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
631,,328,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
632,,327,,5,5,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
633,,7,,3,3,67,A05,F,2020-01-16,2020-01-27 10:49:48.15
634,1879602500.0,144,501273183.0,170,208,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
635,,18,,613,642,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
636,,51,,119,127,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
637,,16,,177,187,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
638,,6,,40,40,67,A05,F,2020-01-16,2020-01-27 10:49:48.15
639,,109,,1,1,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
640,,296,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
641,217682531.0,91,94096909.0,16,21,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
642,,27,,1027,1103,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
643,,62,,201,225,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
644,,28,,3,3,67,A99,F,2020-01-16,2020-01-27 10:49:48.15
645,,13,,2,2,67,B01,F,2020-01-16,2020-01-27 10:49:48.15
646,,11,,2151,2214,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
647,,82,,122,140,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
648,,12,,221,223,67,A05,F,2020-01-16,2020-01-27 10:49:48.15
649,,104,,3,3,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
650,,13,,2,2,67,A05,F,2020-01-16,2020-01-27 10:49:48.15
651,255040138.0,98,139986988.0,19,19,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
652,190465000.0,173,137740476.0,12,15,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
653,,16,,1000,1047,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
654,,30,,347,376,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
655,,76,,12,16,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
656,,96,,8,9,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
657,,86,,1,1,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
658,,65,,1278,1544,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
659,,89,,13,13,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
660,,200,,21,21,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
661,,225,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
662,230820000.0,135,93038932.0,16,23,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
663,,194,,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
664,,304,,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
665,,11,,3,3,67,B01,F,2020-01-16,2020-01-27 10:49:48.15
666,,322,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
667,,316,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
668,,15,,7394,7773,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
669,,131,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
670,82152120.0,23,46998382.0,7,23,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
671,449007195.0,75,318212015.0,75,84,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
672,179235000.0,193,111548203.0,13,18,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
673,132940000.0,163,78322286.0,8,9,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
674,,105,,3,4,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
675,,45,,13,13,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
676,,348,,6,6,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
677,,98,,1,1,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
678,2347750000.0,200,2019870963.0,162,209,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
679,227277500.0,119,74171971.0,14,17,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
680,209400000.0,178,95803793.0,14,17,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
681,90660639.0,31,42717517.0,16,22,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
682,,31,,131,138,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
683,,280,,9,9,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
684,,12,,6,6,67,B06,F,2020-01-16,2020-01-27 10:49:48.15
685,,122,,1,1,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
686,108835000.0,195,77500859.0,7,9,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
687,43270000.0,156,31578451.0,4,6,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
688,,3,,5759,6116,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
689,,116,,13,24,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
690,,29,,4,4,67,A99,F,2020-01-16,2020-01-27 10:49:48.15
691,,31,,2,2,67,A99,F,2020-01-16,2020-01-27 10:49:48.15
692,479183877.0,51,236200899.0,99,121,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
693,107772203.0,26,64150030.0,26,30,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
694,,4,,8,8,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
695,170650000.0,164,111592721.0,9,12,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
696,117230000.0,122,61052760.0,8,10,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
697,,75,,11,11,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
698,,16,,1,1,67,B06,F,2020-01-16,2020-01-27 10:49:48.15
699,,130,,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
700,,20,,2730,2953,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
701,,5,,5,5,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
702,,91,,1,1,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
703,,94,,173,207,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
704,,60,,5072,6140,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
705,,264,,6,6,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
706,,281,,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
707,,195,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
708,259284296.0,90,99584172.0,14,19,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
709,,28,,236,245,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
710,,19,,1,1,67,B01,F,2020-01-16,2020-01-27 10:49:48.15
711,,71,,1,1,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
712,255712500.0,172,116849051.0,12,15,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
713,,63,,205,241,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
714,,106,,1,1,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
715,,163,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
716,95973361.0,33,37955345.0,25,26,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
717,341747014.0,95,207084235.0,29,32,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
718,39020000.0,145,21935691.0,4,6,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
719,,2,,2432,2520,67,A99,F,2020-01-16,2020-01-27 10:49:48.15
720,,68,,176,217,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
721,,19,,485,498,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
722,,16,,6,6,67,A05,F,2020-01-16,2020-01-27 10:49:48.15
723,,84,,5,5,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
724,,315,,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
725,194395000.0,169,124073496.0,9,10,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
726,,44,,226,241,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
727,,64,,1026,1240,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
728,,67,,113,121,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
729,,48,,14464,14857,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
730,,3,,1150,1178,67,A99,F,2020-01-16,2020-01-27 10:49:48.15
731,,8,,17,18,67,A05,F,2020-01-16,2020-01-27 10:49:48.15
732,81018959.0,27,42616325.0,16,20,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
733,,96,,14411,22329,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
734,,42,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
735,117832830.0,109,42723029.0,11,12,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
736,,18,,7707,8248,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
737,,43,,207,220,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
738,,224,,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
739,,265,,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
740,,113,,1,1,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
741,,48,,1,1,67,B06,F,2020-01-16,2020-01-27 10:49:48.15
742,,38,,167,178,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
743,,134,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
744,,358,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
745,,344,,5,5,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
746,,34,,425,440,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
747,,44,,284,302,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
748,,5,,13769,15400,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
749,,43,,4,4,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
750,,17,,32,32,67,A99,F,2020-01-16,2020-01-27 10:49:48.15
751,,72,,4,4,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
752,,283,,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
753,,276,,4,4,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
754,337341537.0,81,240605825.0,55,57,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
755,126913882.0,85,44660154.0,8,15,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
756,,50,,99,103,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
757,,4,,84,84,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
758,,210,,8,8,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
759,,4,,5040,5263,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
760,,56,,152,168,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
761,,21,,126,131,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
762,,15,,37,37,67,A99,F,2020-01-16,2020-01-27 10:49:48.15
763,,329,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
764,,90,,3,3,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
765,154730000.0,198,85551944.0,7,14,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
766,,1,,44874,65074,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
767,,35,,222,234,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
768,,23,,240,283,67,A99,F,2020-01-16,2020-01-27 10:49:48.15
769,,231,,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
770,226300000.0,125,140730630.0,8,9,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
771,,83,,13,14,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
772,,26,,15,15,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
773,,317,,5,5,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
774,,158,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
775,,321,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
776,,295,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
777,11900000.0,102,2239960.0,1,2,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
778,,88,,136,157,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
779,,192,,8,8,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
780,64950000.0,129,30475428.0,9,10,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
781,96080000.0,126,40203933.0,8,11,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
782,,72,,56819,97007,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
783,,15,,4208,4445,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
784,,95,,647,716,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
785,,41,,164,169,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
786,,31,,5,5,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
787,,42,,470,500,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
788,,36,,845,910,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
789,,77,,81,90,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
790,,349,,4,4,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
791,,252,,7,7,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
792,,84,,2,2,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
793,,187,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
794,3419749771.0,100,2444975458.0,277,311,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
795,147172500.0,177,123012133.0,12,13,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
796,,77,,12,12,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
797,,96,,11,11,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
798,,5,,5903,6185,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
799,,65,,213,244,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
800,,237,,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
801,,55,,10,10,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
