ID_STG_FNT_ITT,NUM_CNPJ,Cnpj Invalido,Nome Comercial,Razao Social
518,,,NMN,NMN
533,629925497,6299254973162,NMN,NMN
570,,,NMN,NMN
598,,,NMN,NMN
609,,,NMN,NMN
614,,,NMN,NMN
618,161393784,1613937842907,,
626,26808937321,268089373213332,NMN,NMN
656,,,NMN,NMN
724,668426944,6684269442890,NMN,NMN
746,16548002725,165480027252771,NMN,NMN
801,,,,
820,,,NMN,NMN
822,23468545271,234685452712737,NMN,NMN
836,25368862170,253688621701700,NMN,NMN
847,,,NMN,NMN
851,27626937949,276269379491819,NMN,NMN
878,,,NMN,NMN
919,17986615825,179866158252992,,
922,,,,
932,,,NMN,NMN
934,,,NMN,NMN
943,,,NMN,NMN
951,,,NMN,NMN
976,,,NMN,NMN
977,,,NMN,NMN
982,,,NMN,NMN
995,,,NMN,NMN
9,17542643910,175426439101768,,
40,,,,
44,17636037728,176360377282907,,
45,229877247,2298772472465,,
51,809760082,8097600822312,,
58,12259893264,122598932642125,NMN,NMN
70,,,,
104,17765603364,177656033648568,NMN,NMN
116,17765603364,17765603364151368,NMN,NMN
129,17765603364,17765603364435030,NMN,NMN
142,,,NMN,NMN
180,26125856632,261258566324756957,NMN,NMN
222,589049048,5890490482788,,
225,,,NMN,NMN
239,,,NMN,NMN
241,235627191,2356271912975,NMN,NMN
254,23413661859,234136618592873,NMN,NMN
257,12851587529,128515875291734,NMN,NMN
259,,,NMN,NMN
285,25093820003,250938200032176,NMN,NMN
289,23736489598,237364895982261,NMN,NMN
315,12118187605,121181876052924,NMN,NMN
329,,,NMN,NMN
354,12392498313,123924983133383,NMN,NMN
357,25017010739,250170107392737,NMN,NMN
379,716886753,7168867532941,NMN,NMN
391,,,NMN,NMN
425,12397760425,123977604251955,NMN,NMN
429,,,NMN,NMN
460,481864728,4818647282856,NMN,NMN
466,674846501,6748465011785,NMN,NMN
510,999896650,9998966502380,NMN,NMN
530,,,NMN,NMN
534,,,NMN,NMN
565,24966489204,249664892043179,NMN,NMN
663,286612571,2866125711734,NMN,NMN
673,15780273358,157802733582975,NMN,NMN
685,990431033,9904310331717,NMN,NMN
686,,,NMN,NMN
726,372462333,3724623332329,NMN,NMN
784,,,NMN,NMN
786,24081159379,240811593793230,NMN,NMN
813,26185917768,261859177683060,NMN,NMN
840,25585211038,255852110381717,NMN,NMN
864,648947477,6489474772635,NMN,NMN
880,,,NMN,NMN
915,21225276407,212252764071819,NMN,NMN
941,,,NMN,NMN
942,,,NMN,NMN
956,,,NMN,NMN
963,,,NMN,NMN
970,,,NMN,NMN
984,,,NMN,NMN
986,,,NMN,NMN
994,741386150,7413861502040,NMN,NMN
13,16808468021,168084680212176,,
29,929363310,9293633101870,,
30,149599405,1495994051768,,
60,537185686,5371856861870,NMN,NMN
72,,,NMN,NMN
76,17184272928,171842729282278,NMN,NMN
94,990789682,9907896822329,NMN,NMN
115,17765603364,17765603364134844,NMN,NMN
119,17765603364,17765603364169762,NMN,NMN
126,17765603364,17765603364313854,NMN,NMN
133,17765603364,17765603364211157,NMN,NMN
152,,,NMN,NMN
170,,,NMN,NMN
218,,,NMN,NMN
242,21212208694,212122086942414,NMN,NMN
243,25080601721,250806017212380,NMN,NMN
250,22792272555,227922725552380,NMN,NMN
270,21219186888,212191868882822,NMN,NMN
278,22780503030,227805030302193,NMN,NMN
293,20645328547,206453285472244,NMN,NMN
295,19189165344,191891653441717,NMN,NMN
319,,,NMN,NMN
326,,,NMN,NMN
328,,,NMN,NMN
335,,,NMN,NMN
370,15721971654,157219716542482,NMN,NMN
424,384455255,3844552552159,NMN,NMN
457,,,NMN,NMN
495,,,NMN,NMN
519,,,NMN,NMN
524,,,NMN,NMN
537,,,NMN,NMN
543,,,NMN,NMN
548,,,NMN,NMN
550,,,NMN,NMN
558,,,NMN,NMN
582,720477000,7204770001768,NMN,NMN
587,659702901,6597029012584,NMN,NMN
593,,,NMN,NMN
594,21191343761,211913437612006,NMN,NMN
602,617598202,6175982022805,NMN,NMN
611,,,,
617,16794891668,167948916682091,,
620,,,NMN,NMN
635,667321230,66732123014076,NMN,NMN
646,931375617,9313756178194,NMN,NMN
648,,,NMN,NMN
662,17985304921,179853049213230,NMN,NMN
671,,,NMN,NMN
680,,,NMN,NMN
681,,,NMN,NMN
689,15661061725,156610617252822,NMN,NMN
691,17936258153,179362581533298,NMN,NMN
705,,,NMN,NMN
743,27862277007,278622770072176,NMN,NMN
744,19980325675,199803256751853,NMN,NMN
748,341459569,3414595692635,,
749,,,NMN,NMN
753,608072762,6080727621700,NMN,NMN
755,14220130845,142201308453281,NMN,NMN
766,17682950520,176829505202958,,
810,17565187644,175651876443332,,
835,867041038,8670410382499,NMN,NMN
850,25735374282,257353742822669,NMN,NMN
859,25269491543,252694915431785,NMN,NMN
861,25568125936,255681259362890,NMN,NMN
865,22963328187,229633281871921,NMN,NMN
871,25162581773,251625817733060,NMN,NMN
887,26748438350,267484383503060,NMN,NMN
920,,,,
968,,,NMN,NMN
969,,,NMN,NMN
993,706919721,7069197212380,NMN,NMN
997,,,NMN,NMN
1016,,,NMN,NMN
2,17968176180,179681761803060,,
3,,,,
16,472399689,4723996892023,,
20,,,,
26,17220964079,172209640791751,,
34,21862240499,218622404992907,,
81,25118143977,251181439771836,NMN,NMN
87,11901046588,119010465881972,NMN,NMN
105,17765603364,1776560336413056,NMN,NMN
118,17765603364,17765603364165138,NMN,NMN
124,17765603364,17765603364238697,NMN,NMN
125,17765603364,17765603364250206,NMN,NMN
